道路编号	县区	乡	道路等级	速度
10947	10县区	3乡	快速路	115.1761729
10948	科技县	4乡	快速路	97.79662485
10949	科技县	2乡	支路	26.06164152
10950	09县区	4乡	快速路	104.0423534
10951	11县区	4乡	快速路	84.68181354
10952	10县区	4乡	快速路	86.42447034
10953	科技县	4乡	支路	20.72660769
10954	科技县	2乡	快速路	109.4186139
10955	科技县	2乡	支路	24.5174072
10956	11县区	3乡	支路	28.22245905
10957	10县区	3乡	次干路	32.18829358
10958	科技县	1乡	快速路	84.04330162
10959	10县区	3乡	次干路	43.99955714
10960	10县区	3乡	次干路	38.76216636
10961	科技县	2乡	次干路	37.67959118
10962	科技县	4乡	快速路	117.5323821
10963	09县区	2乡	次干路	31.46993426
10964	09县区	4乡	主干路	68.52478993
10965	09县区	3乡	快速路	93.91876663
10966	10县区	3乡	次干路	34.16111482
10967	科技县	1乡	次干路	43.40974654
10968	10县区	3乡	次干路	35.29930178
10969	11县区	2乡	支路	25.30469566
10970	科技县	2乡	快速路	84.77806184
10971	10县区	2乡	快速路	96.59555242
10972	10县区	4乡	次干路	35.00935669
10973	11县区	1乡	次干路	33.43486709
10974	09县区	4乡	支路	24.23146422
10975	11县区	3乡	主干路	58.8041803
10976	09县区	1乡	主干路	76.35027442
10977	10县区	2乡	支路	23.49612777
10978	10县区	3乡	次干路	34.22187812
10979	09县区	2乡	主干路	59.98557067
10980	11县区	4乡	快速路	85.49928261
10981	09县区	2乡	支路	29.17322019
10982	11县区	4乡	快速路	93.28291747
10983	09县区	3乡	支路	28.16185619
10984	科技县	4乡	支路	25.37718515
10985	11县区	1乡	次干路	49.02036493
10986	科技县	2乡	主干路	51.69887426
10987	09县区	1乡	快速路	81.10581986
10988	09县区	1乡	次干路	30.96553437
10989	10县区	3乡	主干路	53.77010776
10990	科技县	4乡	主干路	62.41212366
10991	科技县	4乡	主干路	64.65361514
10992	11县区	4乡	主干路	65.2799545
10993	科技县	4乡	支路	23.41539898
10994	科技县	3乡	次干路	47.96201221
10995	11县区	2乡	次干路	36.94007087
10996	11县区	2乡	主干路	55.24981667
10997	10县区	2乡	支路	24.84205613
10998	科技县	2乡	次干路	32.5694024
10999	10县区	1乡	次干路	38.81768787
11000	科技县	3乡	主干路	78.00571765
11001	11县区	2乡	支路	21.48989518
11002	10县区	1乡	主干路	60.55199418
11003	10县区	4乡	主干路	64.04755287
11004	09县区	3乡	主干路	63.69268126
11005	11县区	2乡	快速路	107.16393
11006	10县区	1乡	主干路	72.04746828
11007	11县区	1乡	快速路	91.39402714
11008	09县区	1乡	支路	29.04203707
11009	09县区	3乡	支路	24.02542129
11010	11县区	1乡	支路	24.40351309
11011	09县区	1乡	快速路	113.9833366
11012	09县区	3乡	次干路	34.58896146
11013	科技县	3乡	次干路	49.07810683
11014	11县区	4乡	次干路	45.7252652
11015	09县区	3乡	快速路	83.98384625
11016	10县区	2乡	支路	25.14662315
11017	11县区	3乡	主干路	57.70473422
11018	11县区	2乡	次干路	32.70308939
11019	09县区	3乡	支路	27.77401042
11020	09县区	3乡	主干路	78.46751685
11021	10县区	3乡	支路	26.68690403
11022	10县区	4乡	次干路	41.50614816
11023	09县区	2乡	支路	23.45186545
11024	科技县	2乡	快速路	109.7908271
11025	11县区	4乡	主干路	56.56353945
11026	11县区	1乡	主干路	52.34341352
11027	09县区	4乡	支路	22.22051387
11028	11县区	1乡	主干路	79.97203177
11029	科技县	1乡	快速路	92.1586209
11030	10县区	4乡	快速路	108.2430233
11031	10县区	2乡	支路	24.2729452
11032	10县区	3乡	支路	25.93551992
11033	10县区	2乡	主干路	55.61315198
11034	科技县	3乡	主干路	70.47136702
11035	10县区	2乡	支路	22.93379651
11036	10县区	2乡	主干路	64.95093103
11037	11县区	2乡	主干路	68.04547304
11038	11县区	2乡	主干路	53.6136829
11039	11县区	3乡	次干路	40.00847655
11040	11县区	1乡	主干路	71.35378676
11041	10县区	2乡	主干路	75.52965019
11042	科技县	4乡	支路	27.35624899
11043	11县区	2乡	快速路	86.60481817
11044	09县区	1乡	主干路	56.45276366
11045	科技县	4乡	主干路	54.95922402
11046	科技县	1乡	次干路	43.32595977
11047	09县区	3乡	主干路	62.32253256
11048	11县区	1乡	支路	22.55590085
11049	11县区	3乡	支路	28.62208539
11050	09县区	2乡	主干路	53.24968478
11051	10县区	1乡	次干路	37.52583101
11052	11县区	2乡	主干路	52.12541614
11053	科技县	3乡	支路	22.19107574
11054	科技县	1乡	主干路	70.02508729
11055	科技县	4乡	快速路	98.64481037
11056	09县区	4乡	次干路	30.09823111
11057	11县区	2乡	快速路	85.03577004
11058	11县区	4乡	快速路	86.85075238
11059	11县区	3乡	次干路	46.81365918
11060	11县区	3乡	主干路	68.90316033
11061	10县区	4乡	次干路	34.33186432
11062	科技县	3乡	次干路	48.99752639
11063	科技县	2乡	次干路	32.30719057
11064	09县区	2乡	支路	26.77261261
11065	09县区	2乡	主干路	53.83677656
11066	科技县	3乡	次干路	40.89629318
11067	09县区	4乡	主干路	65.71405566
11068	11县区	4乡	快速路	97.44475144
11069	10县区	2乡	主干路	78.93498204
11070	10县区	3乡	次干路	47.90133928
11071	11县区	1乡	支路	20.80286665
11072	科技县	3乡	支路	20.95164349
11073	09县区	1乡	支路	28.74250366
11074	10县区	3乡	支路	26.41123047
11075	09县区	2乡	次干路	40.239095
11076	科技县	1乡	主干路	53.90435843
11077	科技县	4乡	次干路	43.30806764
11078	10县区	2乡	快速路	100.1179168
11079	科技县	1乡	支路	26.48386031
11080	10县区	1乡	次干路	37.29517301
11081	11县区	1乡	支路	21.37901058
11082	11县区	2乡	快速路	88.55617466
11083	09县区	1乡	快速路	80.50521095
11084	11县区	4乡	主干路	63.48522716
11085	09县区	3乡	次干路	30.83344488
11086	11县区	4乡	次干路	31.8005188
11087	09县区	1乡	主干路	69.63258466
11088	科技县	3乡	快速路	106.8568472
11089	09县区	3乡	次干路	43.52873151
11090	10县区	3乡	主干路	50.10992602
11091	10县区	2乡	次干路	33.68311682
11092	11县区	3乡	快速路	100.1501345
11093	科技县	3乡	主干路	57.32739881
11094	11县区	4乡	支路	29.86977115
11095	09县区	2乡	主干路	55.67505495
11096	科技县	3乡	主干路	70.14240521
11097	10县区	2乡	次干路	45.76644467
11098	09县区	4乡	支路	21.01230821
11099	09县区	2乡	主干路	68.86913649
11100	09县区	2乡	支路	22.69849379
11101	10县区	1乡	支路	22.4017696
11102	科技县	2乡	主干路	76.86936955
11103	11县区	4乡	主干路	62.83535249
11104	科技县	3乡	快速路	117.3411972
11105	11县区	4乡	支路	25.79612379
11106	09县区	3乡	快速路	98.52756657
11107	11县区	2乡	次干路	40.08009778
11108	科技县	3乡	次干路	41.7665909
11109	11县区	1乡	主干路	52.08022679
11110	10县区	1乡	次干路	38.22932498
11111	11县区	4乡	快速路	115.2265154
11112	10县区	3乡	次干路	35.88828995
11113	11县区	3乡	次干路	47.56911259
11114	10县区	3乡	快速路	88.72758376
11115	科技县	3乡	次干路	40.13111025
11116	09县区	3乡	主干路	51.9119846
11117	09县区	1乡	支路	23.74058491
11118	科技县	1乡	次干路	38.03158718
11119	10县区	3乡	次干路	39.74903732
11120	09县区	4乡	主干路	70.73399877
11121	科技县	2乡	主干路	69.36693106
11122	科技县	1乡	支路	21.38912558
11123	科技县	1乡	支路	25.62957407
11124	科技县	4乡	次干路	42.51232185
11125	科技县	2乡	次干路	38.65270457
11126	科技县	1乡	主干路	70.98598499
11127	11县区	1乡	快速路	90.6224824
11128	09县区	1乡	支路	24.46054711
11129	科技县	3乡	快速路	100.8754111
11130	11县区	2乡	主干路	57.02428819
11131	09县区	3乡	支路	25.33836386
11132	09县区	3乡	支路	26.46303274
11133	11县区	1乡	主干路	71.92495547
11134	11县区	2乡	支路	27.82394782
11135	09县区	1乡	主干路	64.4991944
11136	11县区	2乡	支路	26.84336749
11137	科技县	1乡	快速路	88.83337992
11138	10县区	1乡	支路	26.05045325
11139	科技县	4乡	主干路	71.4671362
11140	10县区	4乡	快速路	82.12690623
11141	11县区	2乡	主干路	58.10915716
11142	09县区	1乡	次干路	39.4917435
11143	09县区	2乡	次干路	44.23900641
11144	11县区	3乡	快速路	80.3330656
11145	科技县	4乡	主干路	57.01046201
11146	10县区	1乡	主干路	51.68691123
11147	10县区	1乡	支路	22.92100196
11148	09县区	3乡	快速路	90.06626848
11149	10县区	3乡	快速路	89.18263471
11150	科技县	1乡	快速路	97.40790649
11151	科技县	4乡	主干路	68.11679549
11152	11县区	2乡	主干路	76.35133032
11153	11县区	2乡	支路	29.80325482
11154	科技县	3乡	次干路	40.99103734
11155	09县区	4乡	主干路	72.9159564
11156	10县区	4乡	快速路	114.8879646
11157	11县区	4乡	快速路	87.88894927
11158	09县区	1乡	主干路	78.21485618
11159	科技县	1乡	次干路	38.53366029
11160	科技县	4乡	支路	27.26997819
11161	科技县	2乡	支路	22.77008514
11162	10县区	2乡	次干路	36.7924976
11163	11县区	2乡	主干路	62.62891917
11164	11县区	1乡	支路	25.28122719
11165	09县区	1乡	支路	20.12424489
11166	11县区	3乡	快速路	81.60973828
11167	科技县	3乡	快速路	94.6243409
11168	科技县	1乡	主干路	68.1030212
11169	10县区	1乡	主干路	58.0398317
11170	09县区	1乡	主干路	70.80542963
11171	11县区	4乡	快速路	90.57681149
11172	11县区	2乡	次干路	37.93546938
11173	10县区	2乡	主干路	52.559943
11174	11县区	4乡	快速路	93.54797817
11175	科技县	3乡	支路	24.61153518
11176	科技县	3乡	支路	29.22437211
11177	科技县	3乡	次干路	34.89879645
11178	科技县	4乡	支路	28.21933879
11179	10县区	4乡	主干路	70.6119335
11180	10县区	4乡	支路	29.1532222
11181	09县区	1乡	支路	20.80317276
11182	科技县	3乡	次干路	38.82645885
11183	11县区	1乡	支路	26.29273996
11184	09县区	3乡	支路	27.74048321
11185	科技县	2乡	主干路	56.03743555
11186	10县区	3乡	次干路	31.60632429
11187	09县区	3乡	支路	29.08686591
11188	科技县	3乡	支路	28.09199672
11189	科技县	1乡	支路	28.70164017
11190	11县区	3乡	支路	25.23516644
11191	科技县	3乡	支路	26.81057745
11192	10县区	4乡	快速路	105.5103527
11193	科技县	1乡	快速路	86.3623077
11194	10县区	3乡	支路	29.15956017
11195	科技县	3乡	快速路	99.08841059
11196	科技县	2乡	次干路	36.6606355
11197	11县区	3乡	支路	24.48855774
11198	11县区	3乡	快速路	80.82292704
11199	09县区	2乡	支路	26.72754952
11200	科技县	3乡	次干路	38.29337717
11201	科技县	1乡	主干路	69.55854426
11202	10县区	3乡	快速路	82.44778009
11203	11县区	1乡	主干路	52.73274578
11204	10县区	1乡	主干路	70.19811683
11205	10县区	3乡	快速路	89.08134241
11206	10县区	1乡	支路	23.63778144
11207	11县区	3乡	主干路	66.08550946
11208	10县区	4乡	主干路	72.49499386
11209	科技县	2乡	主干路	68.27049745
11210	11县区	2乡	主干路	79.75278975
11211	09县区	1乡	次干路	42.46917009
11212	11县区	2乡	主干路	66.9692496
11213	科技县	1乡	快速路	119.5300621
11214	11县区	1乡	次干路	36.28850946
11215	09县区	4乡	主干路	67.68552872
11216	09县区	3乡	快速路	111.1257958
11217	11县区	1乡	主干路	61.17825722
11218	09县区	1乡	次干路	33.37632933
11219	11县区	2乡	快速路	98.60107875
11220	09县区	1乡	支路	23.9834191
11221	09县区	2乡	主干路	61.32988424
11222	09县区	2乡	次干路	43.07810768
11223	科技县	2乡	快速路	103.546724
11224	11县区	2乡	主干路	69.88333759
11225	09县区	3乡	支路	28.54674508
11226	09县区	1乡	支路	20.15302252
11227	11县区	4乡	主干路	64.37269651
11228	10县区	3乡	快速路	88.94352444
11229	11县区	4乡	快速路	96.72477593
11230	11县区	1乡	快速路	94.25831227
11231	10县区	2乡	主干路	69.88754844
11232	11县区	2乡	主干路	50.71483112
11233	科技县	2乡	支路	20.2403114
11234	09县区	3乡	快速路	95.80401767
11235	09县区	2乡	主干路	78.29812698
11236	11县区	3乡	快速路	117.7057537
11237	09县区	3乡	主干路	71.18008746
11238	科技县	3乡	次干路	39.39892018
11239	10县区	3乡	支路	23.19866436
11240	11县区	2乡	快速路	95.94884526
11241	科技县	4乡	支路	26.35854815
11242	09县区	3乡	支路	24.74566335
11243	科技县	4乡	支路	29.28037143
11244	10县区	3乡	支路	29.54572304
11245	科技县	1乡	次干路	33.74107853
11246	09县区	1乡	次干路	45.4547861
11247	11县区	3乡	支路	26.0195927
11248	10县区	3乡	支路	27.06011199
11249	科技县	2乡	主干路	57.67743896
11250	10县区	1乡	次干路	47.94790196
11251	11县区	2乡	主干路	56.1495015
11252	09县区	3乡	主干路	50.51245884
11253	11县区	4乡	支路	26.69670458
11254	科技县	4乡	支路	25.45086259
11255	11县区	4乡	主干路	78.68761206
11256	10县区	3乡	快速路	96.47973463
11257	09县区	3乡	次干路	44.83435692
11258	10县区	2乡	快速路	104.8835018
11259	11县区	4乡	支路	22.50447985
11260	10县区	2乡	次干路	46.31999234
11261	11县区	2乡	快速路	97.14145487
11262	09县区	1乡	次干路	36.96893246
11263	10县区	1乡	快速路	101.124549
11264	10县区	4乡	快速路	95.17653401
11265	11县区	3乡	支路	25.2386604
11266	10县区	1乡	次干路	39.67181676
11267	09县区	4乡	主干路	57.68141946
11268	科技县	1乡	支路	23.86830495
11269	科技县	3乡	次干路	33.31176581
11270	09县区	2乡	快速路	114.057881
11271	11县区	2乡	快速路	102.926164
11272	09县区	1乡	支路	27.69476948
11273	11县区	4乡	主干路	72.21229637
11274	11县区	1乡	支路	24.23178656
11275	科技县	2乡	快速路	98.52942566
11276	科技县	2乡	主干路	73.81716856
11277	科技县	4乡	支路	25.63631647
11278	11县区	2乡	主干路	56.97106184
11279	10县区	3乡	主干路	62.5905054
11280	10县区	4乡	快速路	118.4033761
11281	10县区	4乡	次干路	40.23492823
11282	科技县	4乡	支路	28.35358364
11283	10县区	3乡	次干路	45.00934435
11284	10县区	2乡	快速路	119.3063866
11285	10县区	4乡	支路	27.34387039
11286	11县区	3乡	次干路	34.03015445
11287	科技县	4乡	快速路	94.61927111
11288	10县区	3乡	快速路	92.90739534
11289	科技县	4乡	主干路	57.78569758
11290	科技县	3乡	次干路	48.35966697
11291	11县区	2乡	快速路	101.9104089
11292	科技县	4乡	快速路	91.55703305
11293	11县区	2乡	次干路	46.73019995
11294	09县区	3乡	次干路	39.00262459
11295	11县区	2乡	支路	29.67749282
11296	10县区	2乡	快速路	81.14914909
11297	科技县	2乡	支路	27.16576219
11298	科技县	2乡	支路	27.06761841
11299	10县区	1乡	主干路	70.08181951
11300	09县区	4乡	支路	21.46549397
11301	09县区	4乡	主干路	54.92786859
11302	10县区	4乡	快速路	95.15796492
11303	科技县	1乡	快速路	91.24108387
11304	科技县	1乡	支路	21.49776422
11305	10县区	4乡	主干路	75.89709403
11306	09县区	4乡	支路	28.16777581
11307	09县区	2乡	快速路	83.79845644
11308	09县区	3乡	支路	24.82914422
11309	科技县	2乡	快速路	87.19051149
11310	科技县	2乡	快速路	99.8846443
11311	10县区	4乡	次干路	46.13829414
11312	科技县	4乡	次干路	37.74056343
11313	10县区	3乡	次干路	45.94326996
11314	10县区	2乡	次干路	49.4113089
11315	科技县	2乡	主干路	50.16903694
11316	10县区	3乡	主干路	56.27017563
11317	科技县	3乡	主干路	61.77353656
11318	10县区	1乡	次干路	34.4204163
11319	09县区	2乡	快速路	98.52787503
11320	科技县	1乡	次干路	44.74513707
11321	11县区	2乡	支路	26.505265
11322	09县区	2乡	支路	29.78124449
11323	10县区	1乡	主干路	76.37375689
11324	11县区	3乡	主干路	70.7231377
11325	10县区	1乡	快速路	88.40222873
11326	09县区	3乡	支路	20.21711912
11327	11县区	3乡	支路	29.2440823
11328	11县区	1乡	快速路	90.62805833
11329	科技县	4乡	主干路	53.6724187
11330	11县区	1乡	支路	26.74097908
11331	10县区	2乡	快速路	106.078828
11332	10县区	4乡	支路	26.96193365
11333	11县区	2乡	主干路	69.21248136
11334	09县区	2乡	主干路	50.96122724
11335	10县区	2乡	主干路	76.82558022
11336	10县区	2乡	快速路	80.44620838
11337	科技县	2乡	快速路	114.8623346
11338	科技县	3乡	次干路	47.8269851
11339	11县区	2乡	主干路	69.75949902
11340	09县区	4乡	快速路	83.94615037
11341	10县区	4乡	次干路	31.53663231
11342	11县区	4乡	快速路	95.44952976
11343	11县区	3乡	快速路	95.49166244
11344	11县区	2乡	支路	23.06497351
11345	科技县	2乡	支路	26.05325597
11346	科技县	1乡	主干路	63.61215746
11347	科技县	2乡	主干路	59.86699034
11348	11县区	1乡	支路	28.91412714
11349	11县区	1乡	主干路	50.47361612
11350	10县区	4乡	次干路	30.20262742
11351	10县区	1乡	快速路	99.95692838
11352	09县区	2乡	次干路	44.78356303
11353	10县区	2乡	次干路	44.25185679
11354	09县区	3乡	主干路	74.48430019
11355	10县区	4乡	快速路	107.5404413
11356	09县区	1乡	快速路	83.2311779
11357	11县区	1乡	次干路	45.20204505
11358	09县区	1乡	快速路	104.2489607
11359	11县区	3乡	次干路	47.71679222
11360	10县区	3乡	快速路	85.52860044
11361	09县区	4乡	次干路	48.1371807
11362	11县区	1乡	次干路	41.7903947
11363	科技县	1乡	次干路	36.76443246
11364	10县区	1乡	次干路	43.61991242
11365	11县区	3乡	次干路	41.98549724
11366	09县区	1乡	快速路	104.3362632
11367	11县区	3乡	次干路	33.56849321
11368	科技县	4乡	快速路	107.4615233
11369	10县区	4乡	主干路	69.44491701
11370	10县区	3乡	快速路	81.33778707
11371	09县区	4乡	主干路	61.71858946
11372	09县区	4乡	快速路	89.19005576
11373	09县区	3乡	快速路	92.94170161
11374	11县区	3乡	支路	25.04662266
11375	10县区	4乡	主干路	52.02944092
11376	11县区	1乡	支路	23.12928405
11377	10县区	3乡	次干路	41.14143937
11378	科技县	1乡	快速路	119.3226134
11379	科技县	3乡	主干路	77.47979668
11380	科技县	3乡	主干路	60.3175082
11381	科技县	2乡	次干路	38.81799064
11382	11县区	2乡	快速路	83.91894131
11383	10县区	3乡	快速路	82.91351858
11384	科技县	2乡	次干路	41.71100614
11385	11县区	2乡	支路	27.20794651
11386	11县区	3乡	快速路	113.0508671
11387	11县区	2乡	主干路	70.05721619
11388	09县区	1乡	主干路	69.65282972
11389	科技县	2乡	次干路	46.0193084
11390	11县区	3乡	支路	29.54128196
11391	10县区	4乡	快速路	115.762868
11392	09县区	2乡	快速路	114.2648356
11393	10县区	2乡	支路	23.27142239
11394	10县区	4乡	快速路	90.30253486
11395	10县区	4乡	次干路	48.60293454
11396	11县区	2乡	主干路	78.42723685
11397	科技县	2乡	主干路	59.94403869
11398	科技县	1乡	次干路	44.51999551
11399	09县区	4乡	主干路	65.47862559
11400	09县区	1乡	次干路	43.94568352
11401	11县区	3乡	支路	25.52181223
11402	10县区	3乡	次干路	44.26733377
11403	科技县	4乡	快速路	95.20458092
11404	09县区	3乡	主干路	69.29672584
11405	科技县	1乡	主干路	76.27364952
11406	11县区	1乡	主干路	72.92788226
11407	科技县	1乡	次干路	33.07201911
11408	科技县	4乡	支路	25.05172988
11409	10县区	2乡	主干路	65.95226265
11410	09县区	1乡	快速路	106.7633768
11411	11县区	3乡	次干路	30.82555426
11412	09县区	3乡	主干路	60.98245921
11413	科技县	4乡	支路	26.67131059
11414	09县区	1乡	次干路	44.34909216
11415	09县区	2乡	支路	26.27404588
11416	科技县	4乡	支路	21.99802948
11417	科技县	3乡	次干路	47.0274423
11418	11县区	4乡	支路	25.66255733
11419	10县区	4乡	支路	24.74090154
11420	10县区	1乡	主干路	64.12639517
11421	10县区	4乡	支路	22.50062326
11422	科技县	2乡	支路	25.02745386
11423	09县区	2乡	主干路	55.06651257
11424	科技县	1乡	主干路	54.36403901
11425	09县区	4乡	主干路	79.92067108
11426	科技县	3乡	次干路	41.44073444
11427	10县区	2乡	次干路	49.66335122
11428	科技县	2乡	主干路	52.60626552
11429	10县区	2乡	次干路	48.67779165
11430	科技县	2乡	快速路	117.0848955
11431	11县区	1乡	快速路	94.11280711
11432	11县区	2乡	快速路	105.004328
11433	09县区	4乡	支路	29.72826621
11434	09县区	2乡	次干路	40.19594306
11435	09县区	3乡	次干路	37.57773368
11436	10县区	1乡	次干路	34.64673143
11437	09县区	3乡	快速路	113.168679
11438	10县区	2乡	支路	22.2656267
11439	10县区	2乡	主干路	72.10404273
11440	11县区	4乡	支路	29.77560822
11441	科技县	4乡	快速路	102.6467663
11442	10县区	4乡	次干路	46.41568178
11443	11县区	3乡	快速路	90.2693382
11444	09县区	3乡	快速路	84.83738435
11445	09县区	4乡	支路	26.11346002
11446	11县区	1乡	次干路	39.66701965
11447	11县区	3乡	支路	20.64832653
11448	科技县	4乡	支路	25.92568075
11449	10县区	1乡	主干路	58.2197028
11450	09县区	3乡	快速路	81.80066769
11451	10县区	1乡	支路	29.08039845
11452	11县区	3乡	支路	27.1470175
11453	09县区	1乡	主干路	70.3289862
11454	科技县	3乡	主干路	72.0681792
11455	09县区	3乡	主干路	74.16742415
11456	科技县	1乡	次干路	40.09083656
11457	11县区	4乡	支路	26.65299606
11458	09县区	4乡	次干路	49.85460235
11459	11县区	2乡	主干路	74.05780232
11460	10县区	4乡	快速路	92.90285085
11461	09县区	1乡	主干路	68.88042129
11462	09县区	4乡	快速路	102.5316011
11463	09县区	2乡	快速路	105.8217115
11464	11县区	2乡	主干路	50.72632767
11465	09县区	2乡	支路	28.48216908
11466	科技县	2乡	次干路	41.12517209
11467	科技县	3乡	快速路	108.0194648
11468	09县区	4乡	次干路	41.38270691
11469	科技县	4乡	快速路	110.9333069
11470	10县区	1乡	支路	27.72999828
11471	10县区	1乡	快速路	102.5600827
11472	科技县	3乡	快速路	97.42247349
11473	11县区	1乡	支路	22.30061774
11474	09县区	3乡	快速路	81.26962613
11475	11县区	1乡	次干路	36.71831746
11476	科技县	4乡	主干路	54.62649595
11477	11县区	1乡	主干路	53.59681735
11478	09县区	3乡	次干路	46.86426579
11479	科技县	3乡	支路	20.97748133
11480	09县区	3乡	支路	26.2200339
11481	科技县	2乡	支路	22.41313662
11482	科技县	1乡	主干路	54.39430715
11483	科技县	3乡	支路	28.43599899
11484	11县区	3乡	支路	20.21101012
11485	10县区	4乡	主干路	78.7520927
11486	11县区	2乡	次干路	45.30202832
11487	科技县	3乡	支路	22.92956941
11488	10县区	3乡	次干路	38.91020317
11489	科技县	1乡	次干路	43.29172168
11490	11县区	4乡	快速路	88.71124252
11491	科技县	3乡	支路	26.95085977
11492	09县区	2乡	快速路	80.75138874
11493	10县区	2乡	支路	23.72669523
11494	科技县	3乡	主干路	59.84931452
11495	科技县	2乡	主干路	64.17761618
11496	科技县	1乡	主干路	57.29825619
11497	11县区	4乡	支路	26.13040828
11498	科技县	4乡	支路	28.80958969
11499	11县区	4乡	主干路	77.97010821
11500	科技县	1乡	支路	24.48551981
11501	科技县	2乡	支路	22.86014977
11502	11县区	2乡	支路	24.95905831
11503	10县区	3乡	快速路	96.01499877
11504	11县区	1乡	主干路	77.09211746
11505	11县区	4乡	主干路	57.07060037
11506	09县区	1乡	快速路	95.88470617
11507	科技县	3乡	次干路	46.92231529
11508	10县区	3乡	次干路	48.25762944
11509	11县区	2乡	快速路	83.27996079
11510	09县区	1乡	快速路	85.92230613
11511	11县区	2乡	次干路	44.49554852
11512	11县区	2乡	快速路	91.74962611
11513	11县区	1乡	支路	25.5977814
11514	09县区	2乡	快速路	99.8545017
11515	09县区	3乡	主干路	55.85917307
11516	09县区	1乡	快速路	106.350813
11517	09县区	3乡	支路	27.44086741
11518	09县区	4乡	支路	25.53338204
11519	10县区	2乡	主干路	61.87879719
11520	科技县	4乡	主干路	65.00371882
11521	科技县	4乡	次干路	38.71293687
11522	10县区	1乡	快速路	111.989466
11523	09县区	2乡	快速路	118.8232269
11524	11县区	1乡	支路	23.205312
11525	09县区	3乡	主干路	62.79252469
11526	10县区	4乡	主干路	65.35040126
11527	11县区	1乡	快速路	94.74558805
11528	09县区	2乡	次干路	41.32272896
11529	科技县	3乡	次干路	35.06187949
11530	11县区	2乡	支路	21.59286765
11531	科技县	1乡	次干路	46.21905686
11532	科技县	2乡	快速路	89.77022446
11533	10县区	1乡	主干路	51.51637318
11534	09县区	2乡	快速路	117.3395516
11535	11县区	3乡	快速路	111.781418
11536	09县区	3乡	次干路	37.42418741
11537	科技县	1乡	支路	26.05475072
11538	10县区	4乡	快速路	81.49670472
11539	09县区	4乡	快速路	99.7562548
11540	09县区	4乡	快速路	80.8409324
11541	科技县	4乡	支路	26.04586218
11542	09县区	1乡	快速路	96.4857024
11543	11县区	1乡	主干路	63.30433204
11544	科技县	1乡	次干路	39.50676366
11545	11县区	4乡	次干路	38.31177834
11546	科技县	1乡	次干路	32.16223281
11547	11县区	4乡	主干路	72.98837088
11548	09县区	2乡	支路	26.80619662
11549	09县区	1乡	次干路	44.78517922
11550	科技县	3乡	支路	22.49760557
11551	09县区	1乡	快速路	104.6840644
11552	09县区	2乡	支路	21.19174038
11553	11县区	4乡	快速路	118.7130715
11554	10县区	1乡	快速路	106.9611219
11555	09县区	2乡	次干路	46.24437139
11556	11县区	1乡	支路	25.22781769
11557	09县区	3乡	主干路	51.07645225
11558	10县区	3乡	主干路	57.3880596
11559	10县区	4乡	主干路	65.37955433
11560	10县区	3乡	次干路	44.18915392
11561	科技县	3乡	次干路	36.98485348
11562	科技县	1乡	支路	24.39395027
11563	09县区	3乡	支路	28.70826549
11564	11县区	1乡	主干路	74.66268276
11565	10县区	3乡	快速路	113.7202299
11566	11县区	2乡	快速路	113.1649499
11567	11县区	1乡	次干路	43.13163571
11568	09县区	4乡	次干路	42.516992
11569	11县区	2乡	支路	21.14614259
11570	10县区	2乡	快速路	108.2245148
11571	11县区	3乡	次干路	38.39768669
11572	科技县	1乡	支路	20.3277225
11573	09县区	1乡	次干路	46.2696235
11574	科技县	2乡	次干路	39.67849845
11575	科技县	2乡	快速路	112.7325388
11576	11县区	1乡	快速路	108.9130365
11577	11县区	1乡	支路	21.10680037
11578	11县区	4乡	次干路	44.38241665
11579	09县区	4乡	支路	29.91774478
11580	10县区	3乡	主干路	50.21402244
11581	11县区	1乡	支路	20.29893015
11582	科技县	3乡	快速路	96.78593474
11583	10县区	1乡	支路	27.76287962
11584	09县区	3乡	主干路	52.42208086
11585	11县区	1乡	快速路	80.34819501
11586	09县区	2乡	次干路	43.6369668
11587	10县区	3乡	支路	22.80777781
11588	11县区	2乡	次干路	48.32346109
11589	10县区	1乡	主干路	60.76405512
11590	11县区	4乡	次干路	39.62532904
11591	09县区	3乡	次干路	42.04107179
11592	科技县	2乡	次干路	37.57020748
11593	科技县	4乡	支路	25.51392671
11594	10县区	3乡	快速路	95.42943585
11595	科技县	4乡	次干路	32.49542991
11596	09县区	3乡	次干路	33.57998055
11597	10县区	1乡	次干路	33.76309116
11598	10县区	1乡	快速路	115.9620651
11599	科技县	4乡	支路	22.34061662
11600	10县区	3乡	主干路	60.91060053
11601	09县区	3乡	主干路	57.87602606
11602	09县区	1乡	次干路	37.10198361
11603	10县区	1乡	主干路	57.63172624
11604	09县区	4乡	支路	24.636107
11605	10县区	4乡	主干路	61.87566668
11606	科技县	2乡	快速路	87.69908615
11607	10县区	1乡	支路	24.56978627
11608	09县区	3乡	次干路	32.88955622
11609	10县区	4乡	次干路	35.70459383
11610	10县区	2乡	快速路	86.78448452
11611	09县区	1乡	快速路	95.86547834
11612	科技县	2乡	快速路	98.13479616
11613	11县区	2乡	快速路	89.42172414
11614	09县区	3乡	次干路	42.98055567
11615	11县区	3乡	支路	24.09959437
11616	09县区	2乡	次干路	43.11379542
11617	11县区	2乡	次干路	47.9258165
11618	11县区	2乡	次干路	32.99314901
11619	10县区	3乡	次干路	45.66138862
11620	11县区	3乡	支路	25.95858797
