道路编号	县区	乡	道路等级	速度
12635	科技县	4乡	快速路	88.80286913
12636	科技县	1乡	支路	26.06374913
12637	科技县	3乡	主干路	52.03535042
12638	09县区	2乡	主干路	51.7804952
12639	09县区	3乡	支路	28.71911539
12640	10县区	2乡	支路	26.06644975
12641	科技县	3乡	次干路	32.32043016
12642	科技县	2乡	支路	27.85646901
12643	11县区	4乡	主干路	75.67909441
12644	09县区	3乡	快速路	92.22512055
12645	科技县	2乡	主干路	64.05697681
12646	科技县	1乡	支路	28.03246262
12647	科技县	3乡	支路	20.58302824
12648	11县区	4乡	快速路	105.8208374
12649	11县区	3乡	支路	29.61698591
12650	科技县	4乡	支路	24.10317111
12651	11县区	2乡	主干路	51.85334854
12652	09县区	1乡	次干路	37.1343964
12653	11县区	2乡	快速路	110.766376
12654	11县区	3乡	主干路	62.76711806
12655	10县区	1乡	次干路	33.99220453
12656	10县区	4乡	快速路	105.1329888
12657	11县区	4乡	主干路	53.2833058
12658	11县区	2乡	次干路	44.00439224
12659	科技县	1乡	次干路	32.42083708
12660	09县区	1乡	快速路	100.3375511
12661	09县区	3乡	主干路	61.77803924
12662	10县区	4乡	主干路	59.02535168
12663	10县区	1乡	快速路	108.243309
12664	10县区	1乡	快速路	118.6903895
12665	科技县	3乡	主干路	63.56328071
12666	11县区	3乡	主干路	69.16238926
12667	10县区	2乡	快速路	109.2505695
12668	11县区	4乡	支路	23.85155251
12669	09县区	3乡	主干路	71.69191933
12670	科技县	4乡	快速路	104.0089895
12671	09县区	2乡	次干路	38.15568283
12672	09县区	2乡	快速路	116.0637642
12673	10县区	1乡	主干路	67.84727221
12674	11县区	3乡	支路	22.48084292
12675	10县区	1乡	主干路	69.16028606
12676	科技县	1乡	主干路	79.4808091
12677	科技县	4乡	快速路	118.7277691
12678	11县区	3乡	次干路	37.22699455
12679	11县区	2乡	快速路	118.4065552
12680	科技县	4乡	快速路	95.57457785
12681	09县区	3乡	主干路	77.95116044
12682	11县区	1乡	主干路	70.39114096
12683	10县区	4乡	快速路	117.016821
12684	11县区	4乡	快速路	98.99165125
12685	11县区	3乡	快速路	118.1059491
12686	09县区	2乡	支路	22.52281602
12687	11县区	1乡	主干路	62.55132175
12688	科技县	3乡	主干路	68.12728626
12689	09县区	3乡	支路	29.29279482
12690	10县区	2乡	次干路	45.81470929
12691	科技县	2乡	次干路	31.81989832
12692	09县区	1乡	主干路	74.0601878
12693	11县区	4乡	快速路	116.273358
12694	09县区	1乡	支路	24.09977548
12695	11县区	1乡	主干路	67.46390995
12696	09县区	2乡	次干路	31.09571322
12697	科技县	3乡	快速路	87.40713582
12698	09县区	3乡	支路	27.01526747
12699	11县区	1乡	快速路	93.66444719
12700	11县区	1乡	快速路	88.6600779
12701	10县区	1乡	快速路	119.8089782
12702	09县区	1乡	次干路	33.92761032
12703	10县区	4乡	快速路	103.4839639
12704	11县区	2乡	主干路	60.77099546
12705	11县区	4乡	快速路	108.3251584
12706	09县区	1乡	快速路	98.41064387
12707	09县区	1乡	次干路	35.80149263
12708	11县区	2乡	支路	26.18500576
12709	科技县	4乡	主干路	72.82902307
12710	科技县	2乡	主干路	53.00368987
12711	11县区	1乡	主干路	60.8147813
12712	09县区	1乡	支路	27.81357366
12713	11县区	4乡	支路	28.39640575
12714	10县区	2乡	支路	22.20301617
12715	11县区	3乡	支路	20.03688882
12716	科技县	4乡	主干路	57.49361686
12717	11县区	1乡	支路	23.75539944
12718	科技县	3乡	次干路	35.29943859
12719	09县区	4乡	主干路	79.67794169
12720	科技县	1乡	快速路	96.56937152
12721	10县区	3乡	次干路	33.99313153
12722	09县区	4乡	主干路	75.84450198
12723	11县区	2乡	次干路	43.28762517
12724	09县区	2乡	快速路	116.2071435
12725	11县区	1乡	支路	21.32318096
12726	09县区	2乡	快速路	97.15762865
12727	10县区	1乡	支路	22.70114611
12728	科技县	3乡	次干路	43.63609695
12729	09县区	1乡	快速路	110.4522411
12730	09县区	2乡	次干路	37.79341765
12731	科技县	1乡	次干路	36.50217449
12732	10县区	2乡	支路	25.79904143
12733	09县区	2乡	主干路	63.87264828
12734	09县区	2乡	次干路	43.89878324
12735	09县区	2乡	主干路	67.44352651
12736	10县区	3乡	次干路	49.95444305
12737	科技县	2乡	次干路	47.90884387
12738	11县区	2乡	支路	25.24024263
12739	11县区	2乡	支路	23.052941
12740	科技县	3乡	支路	23.17019854
12741	11县区	1乡	次干路	48.29959964
12742	09县区	3乡	支路	22.50821515
12743	10县区	3乡	快速路	88.47722069
12744	09县区	3乡	支路	23.2236746
12745	11县区	4乡	主干路	55.25407445
12746	10县区	2乡	主干路	59.82265807
12747	11县区	3乡	快速路	115.2563497
12748	10县区	1乡	快速路	87.56117554
12749	科技县	4乡	主干路	60.07872937
12750	科技县	1乡	快速路	118.9443569
12751	09县区	4乡	主干路	63.90789043
12752	科技县	4乡	次干路	40.5520153
12753	科技县	4乡	支路	23.36262327
12754	11县区	1乡	快速路	104.903492
12755	11县区	3乡	主干路	67.04246284
12756	科技县	2乡	支路	28.02991378
12757	10县区	3乡	次干路	44.51991617
12758	科技县	2乡	主干路	69.42492428
12759	11县区	4乡	主干路	56.92460919
12760	科技县	4乡	快速路	100.4491428
12761	10县区	2乡	主干路	63.55290162
12762	10县区	4乡	主干路	64.41633482
12763	科技县	2乡	快速路	110.4528163
12764	11县区	2乡	支路	26.64475021
12765	11县区	4乡	主干路	62.09219438
12766	科技县	2乡	支路	29.38324138
12767	09县区	2乡	次干路	34.86945172
12768	11县区	4乡	主干路	75.20888979
12769	11县区	3乡	次干路	38.2896056
12770	09县区	4乡	主干路	59.66891093
12771	10县区	3乡	次干路	40.77962545
12772	科技县	3乡	主干路	68.88256519
12773	科技县	4乡	主干路	72.35367019
12774	09县区	1乡	主干路	74.26787478
12775	10县区	4乡	主干路	50.48087925
12776	09县区	1乡	快速路	103.1552493
12777	11县区	4乡	支路	29.20287946
12778	11县区	3乡	主干路	71.58017525
12779	11县区	4乡	支路	27.6133815
12780	11县区	3乡	次干路	47.6666909
12781	10县区	3乡	支路	24.70097486
12782	09县区	4乡	主干路	62.14264768
12783	11县区	1乡	次干路	48.61802385
12784	11县区	3乡	支路	28.72338644
12785	11县区	4乡	快速路	90.36462842
12786	11县区	2乡	支路	22.98460197
12787	11县区	3乡	支路	28.02122471
12788	科技县	1乡	快速路	95.17347569
12789	09县区	4乡	次干路	48.47976558
12790	科技县	2乡	快速路	87.49377054
12791	10县区	3乡	主干路	55.13397888
12792	09县区	3乡	次干路	30.5579973
12793	10县区	4乡	次干路	35.92902313
12794	科技县	1乡	主干路	64.84005043
12795	科技县	3乡	快速路	101.307205
12796	09县区	3乡	支路	26.87203238
12797	科技县	4乡	快速路	110.1279633
12798	10县区	2乡	快速路	93.84637589
12799	11县区	2乡	主干路	75.01161658
12800	10县区	1乡	主干路	71.68252937
12801	11县区	1乡	次干路	43.20389739
12802	10县区	1乡	快速路	113.7028958
12803	09县区	1乡	快速路	102.1885791
12804	11县区	1乡	次干路	48.55766142
12805	科技县	4乡	快速路	92.88552387
12806	科技县	2乡	快速路	109.3929214
12807	10县区	3乡	主干路	63.91867674
12808	科技县	1乡	次干路	35.74434666
12809	10县区	2乡	主干路	52.61215175
12810	科技县	3乡	主干路	69.88392673
12811	10县区	1乡	次干路	40.3119909
12812	11县区	1乡	支路	21.04777628
12813	10县区	1乡	次干路	46.43464587
12814	10县区	4乡	主干路	61.17846362
12815	11县区	4乡	主干路	60.43962279
12816	科技县	3乡	支路	25.73513016
12817	10县区	1乡	支路	21.44310639
12818	10县区	3乡	次干路	30.32023144
12819	11县区	3乡	快速路	107.7181426
12820	09县区	1乡	快速路	85.44793801
12821	09县区	4乡	支路	22.51961268
12822	09县区	3乡	支路	22.48836924
12823	科技县	2乡	快速路	89.91510444
12824	10县区	2乡	次干路	45.69577921
12825	科技县	4乡	快速路	82.44760021
12826	科技县	3乡	支路	29.83403426
12827	11县区	2乡	主干路	58.42701733
12828	科技县	3乡	主干路	66.88299992
12829	09县区	4乡	快速路	94.71971915
12830	11县区	4乡	次干路	47.72352616
12831	10县区	2乡	支路	20.09302941
12832	10县区	4乡	快速路	101.8053089
12833	09县区	2乡	快速路	84.75523396
12834	科技县	4乡	主干路	77.49789436
12835	10县区	4乡	次干路	37.38944835
12836	10县区	1乡	支路	24.20300095
12837	10县区	2乡	快速路	88.97671073
12838	10县区	1乡	支路	29.98318277
12839	科技县	1乡	快速路	93.22921702
12840	10县区	3乡	支路	20.73028248
12841	11县区	3乡	快速路	85.6149167
12842	10县区	2乡	支路	22.22044448
12843	09县区	3乡	支路	27.4594495
12844	11县区	3乡	主干路	61.32165148
12845	科技县	1乡	次干路	42.74776006
12846	11县区	3乡	快速路	87.95394838
12847	09县区	3乡	次干路	45.15402702
12848	科技县	3乡	快速路	96.49840458
12849	09县区	4乡	快速路	80.23316085
12850	11县区	3乡	支路	24.94014874
12851	科技县	4乡	次干路	44.15764185
12852	科技县	1乡	支路	22.32485246
12853	10县区	3乡	主干路	79.44565158
12854	09县区	4乡	快速路	118.9826172
12855	09县区	2乡	支路	23.6369928
12856	10县区	4乡	支路	20.95044773
12857	科技县	4乡	次干路	42.00825779
12858	11县区	3乡	次干路	40.40461254
12859	10县区	4乡	快速路	116.8044065
12860	10县区	1乡	次干路	37.4111836
12861	09县区	2乡	支路	22.81998505
12862	10县区	1乡	次干路	34.8183617
12863	11县区	4乡	次干路	39.26268064
12864	09县区	2乡	支路	29.66953606
12865	09县区	2乡	快速路	108.8044
12866	11县区	3乡	主干路	54.09344792
12867	11县区	1乡	次干路	35.98401103
12868	科技县	3乡	快速路	100.6542277
12869	10县区	1乡	快速路	118.6298585
12870	11县区	1乡	支路	20.57394202
12871	09县区	4乡	支路	28.34490411
12872	科技县	4乡	支路	21.54241821
12873	科技县	2乡	支路	26.32669816
12874	10县区	4乡	快速路	100.8917895
12875	09县区	1乡	主干路	65.72598716
12876	09县区	1乡	快速路	117.2320364
12877	09县区	3乡	主干路	79.35959348
12878	09县区	4乡	次干路	35.29484059
12879	10县区	3乡	快速路	107.807528
12880	10县区	4乡	次干路	42.02792426
12881	11县区	4乡	支路	25.29044714
12882	09县区	2乡	快速路	104.8498783
12883	10县区	3乡	支路	27.20994524
12884	09县区	3乡	快速路	103.8562156
12885	10县区	4乡	次干路	37.08095258
12886	科技县	3乡	次干路	39.44471795
12887	10县区	2乡	次干路	34.17648529
12888	09县区	2乡	快速路	93.15039831
12889	11县区	2乡	快速路	97.45652796
12890	11县区	4乡	快速路	104.482545
12891	11县区	1乡	主干路	52.24685546
12892	11县区	1乡	次干路	35.21408119
12893	10县区	1乡	支路	26.24235615
12894	科技县	2乡	快速路	112.0159604
12895	11县区	3乡	快速路	114.9997827
12896	09县区	2乡	次干路	35.0003032
12897	11县区	4乡	快速路	97.88703442
12898	科技县	2乡	次干路	49.43490477
12899	09县区	1乡	主干路	78.62577417
12900	科技县	3乡	次干路	45.45674023
12901	10县区	2乡	次干路	35.90074209
12902	11县区	3乡	主干路	55.07642895
12903	09县区	1乡	次干路	46.16346379
12904	11县区	3乡	主干路	62.47764991
12905	11县区	4乡	主干路	75.43497259
12906	11县区	1乡	次干路	32.12359472
12907	11县区	4乡	支路	24.10666169
12908	科技县	1乡	主干路	61.10636545
12909	科技县	4乡	主干路	77.14979463
12910	09县区	1乡	主干路	74.88435015
12911	科技县	1乡	次干路	41.04450707
12912	科技县	2乡	快速路	83.02298441
12913	10县区	3乡	次干路	32.79976286
12914	科技县	2乡	主干路	78.85139283
12915	科技县	3乡	主干路	79.93897087
12916	10县区	1乡	次干路	41.37023381
12917	10县区	4乡	支路	22.01296776
12918	09县区	2乡	次干路	39.98240581
12919	09县区	3乡	支路	26.64245599
12920	科技县	4乡	主干路	55.91931038
12921	11县区	4乡	次干路	48.51072153
12922	09县区	2乡	支路	28.78229194
12923	09县区	2乡	主干路	76.50830954
12924	10县区	1乡	支路	25.74731244
12925	10县区	2乡	快速路	101.384251
12926	09县区	4乡	主干路	61.64587275
12927	科技县	4乡	主干路	69.04133362
12928	11县区	2乡	次干路	45.3161371
12929	11县区	2乡	主干路	78.34068057
12930	09县区	4乡	次干路	37.33408399
12931	10县区	3乡	快速路	109.975589
12932	10县区	4乡	主干路	71.30267979
12933	09县区	3乡	快速路	91.03571372
12934	科技县	3乡	快速路	96.24916886
12935	科技县	4乡	支路	22.6593193
12936	10县区	3乡	快速路	112.9925821
12937	11县区	2乡	次干路	39.4352546
12938	09县区	4乡	支路	23.60115666
12939	科技县	4乡	次干路	38.5489989
12940	10县区	2乡	主干路	75.25130525
12941	10县区	2乡	次干路	39.32578387
12942	10县区	4乡	支路	27.86580216
12943	10县区	4乡	快速路	103.4493799
12944	科技县	1乡	次干路	32.64122439
12945	09县区	3乡	主干路	76.27067072
12946	11县区	3乡	次干路	38.24079731
12947	10县区	2乡	快速路	92.14488387
12948	09县区	4乡	快速路	88.8079218
12949	科技县	2乡	快速路	113.4023377
12950	09县区	3乡	快速路	81.20987333
12951	科技县	2乡	支路	26.98531627
12952	09县区	2乡	支路	21.3069205
12953	10县区	1乡	次干路	37.19836092
12954	10县区	3乡	主干路	52.20420528
12955	科技县	2乡	次干路	44.01902698
12956	科技县	1乡	快速路	87.65539721
12957	10县区	4乡	快速路	118.967006
12958	10县区	2乡	快速路	105.8900681
12959	10县区	3乡	主干路	63.83401565
12960	09县区	1乡	次干路	31.60583557
12961	10县区	1乡	快速路	94.17012057
12962	科技县	1乡	主干路	77.04037644
12963	11县区	2乡	支路	20.81538273
12964	09县区	2乡	次干路	32.29156736
12965	09县区	4乡	主干路	61.56394606
12966	10县区	3乡	主干路	66.73095722
12967	10县区	3乡	支路	20.69126481
12968	11县区	4乡	快速路	82.51120247
12969	11县区	2乡	支路	21.938612
12970	09县区	2乡	支路	24.56871789
12971	10县区	2乡	支路	27.847236
12972	09县区	3乡	支路	21.05431707
12973	11县区	2乡	主干路	66.31873218
12974	09县区	3乡	主干路	79.85284863
12975	10县区	4乡	快速路	116.9934232
12976	10县区	2乡	次干路	31.29171202
12977	科技县	3乡	快速路	114.2778553
12978	10县区	1乡	快速路	92.05829997
12979	10县区	3乡	次干路	33.7363676
12980	11县区	3乡	主干路	58.41168537
12981	科技县	1乡	主干路	65.60115324
12982	11县区	1乡	快速路	81.05620034
12983	09县区	1乡	快速路	118.3501119
12984	11县区	1乡	支路	28.82499202
12985	科技县	1乡	次干路	34.51583378
12986	科技县	3乡	主干路	60.47365009
12987	科技县	2乡	支路	25.41627119
12988	10县区	2乡	次干路	30.93720903
12989	科技县	1乡	快速路	116.8149913
12990	09县区	3乡	支路	28.87612824
12991	09县区	4乡	支路	29.32479883
12992	09县区	4乡	快速路	89.68134543
12993	11县区	3乡	次干路	33.39714891
12994	09县区	1乡	主干路	76.47432693
12995	10县区	2乡	次干路	48.86206449
12996	11县区	4乡	主干路	52.98380923
12997	09县区	3乡	支路	23.02942157
12998	科技县	1乡	支路	29.45922052
12999	11县区	3乡	支路	28.73334505
13000	10县区	3乡	支路	26.91138954
13001	11县区	2乡	快速路	113.2296896
13002	11县区	3乡	次干路	30.77864001
13003	10县区	1乡	主干路	77.10195129
13004	11县区	1乡	支路	20.05569307
13005	11县区	1乡	快速路	114.4788644
13006	11县区	2乡	次干路	35.1134853
13007	科技县	2乡	支路	24.48162476
13008	11县区	3乡	支路	20.75627831
13009	10县区	3乡	主干路	67.46358365
13010	09县区	1乡	快速路	82.63934937
13011	09县区	4乡	次干路	34.30371405
13012	科技县	1乡	次干路	34.28775069
13013	09县区	2乡	支路	21.32678808
13014	09县区	2乡	支路	25.47490567
13015	11县区	1乡	主干路	52.64550432
13016	10县区	1乡	主干路	67.90603318
13017	09县区	2乡	次干路	32.26214456
13018	科技县	2乡	主干路	72.86751683
13019	科技县	4乡	快速路	108.5857745
13020	09县区	3乡	支路	23.87255879
13021	11县区	4乡	快速路	112.2065737
13022	科技县	1乡	支路	21.38590466
13023	09县区	3乡	次干路	30.70598393
13024	10县区	2乡	主干路	50.9508482
13025	科技县	3乡	快速路	90.00648364
13026	10县区	1乡	快速路	104.4347956
13027	10县区	2乡	支路	27.80830467
13028	10县区	1乡	次干路	32.78877088
13029	11县区	2乡	次干路	32.99318015
13030	11县区	3乡	次干路	33.19992756
13031	09县区	3乡	次干路	36.23358721
13032	科技县	1乡	次干路	43.17602855
13033	科技县	1乡	次干路	46.89758542
13034	09县区	2乡	支路	22.6308645
13035	10县区	2乡	快速路	107.894437
13036	科技县	1乡	支路	22.81875785
13037	科技县	2乡	支路	29.04460451
13038	11县区	3乡	快速路	103.9566109
13039	09县区	4乡	主干路	64.38121291
13040	09县区	3乡	次干路	40.52945805
13041	科技县	4乡	主干路	51.38871537
13042	09县区	1乡	支路	29.09513537
13043	10县区	3乡	次干路	42.60050537
13044	10县区	4乡	支路	21.37538723
13045	09县区	2乡	快速路	80.80280096
13046	09县区	3乡	快速路	95.99430539
13047	11县区	2乡	次干路	34.55305937
13048	11县区	3乡	次干路	38.17721769
13049	11县区	3乡	支路	24.28062611
13050	科技县	4乡	主干路	74.71269114
13051	11县区	1乡	主干路	50.40987855
13052	10县区	3乡	支路	23.82795643
13053	09县区	3乡	快速路	114.8581568
13054	09县区	3乡	主干路	76.93815524
13055	科技县	4乡	主干路	65.88342025
13056	09县区	2乡	次干路	35.68368037
13057	09县区	2乡	次干路	43.80646132
13058	09县区	3乡	支路	20.26760466
13059	09县区	4乡	支路	27.4499713
13060	10县区	4乡	快速路	81.99875758
13061	09县区	2乡	支路	22.64329063
13062	科技县	1乡	快速路	116.074467
13063	09县区	2乡	次干路	37.76863501
13064	科技县	4乡	主干路	75.00113333
13065	11县区	3乡	快速路	92.00430527
13066	11县区	3乡	主干路	52.15041932
13067	11县区	3乡	主干路	73.21893204
13068	科技县	3乡	主干路	66.8602646
13069	科技县	2乡	快速路	113.6441695
13070	10县区	2乡	主干路	54.0753151
13071	科技县	1乡	快速路	118.2543533
13072	11县区	2乡	快速路	103.8415969
13073	10县区	3乡	快速路	97.06481221
13074	科技县	1乡	主干路	50.94518173
13075	10县区	4乡	快速路	93.92135594
13076	科技县	3乡	次干路	34.17116142
13077	科技县	4乡	次干路	39.78319613
13078	10县区	2乡	次干路	49.10958125
13079	10县区	4乡	主干路	61.16772129
13080	11县区	2乡	次干路	47.81839841
13081	11县区	1乡	支路	23.98318887
13082	09县区	4乡	次干路	42.3833233
13083	10县区	2乡	次干路	38.70155538
13084	10县区	1乡	支路	29.31457661
13085	09县区	4乡	快速路	91.65921684
13086	科技县	2乡	次干路	44.96011392
13087	11县区	4乡	次干路	44.96850962
13088	11县区	3乡	支路	20.4309776
13089	10县区	3乡	快速路	92.1544626
13090	11县区	2乡	主干路	69.4457802
13091	11县区	3乡	主干路	66.04530723
13092	10县区	4乡	次干路	39.4945545
13093	科技县	3乡	次干路	38.45012544
13094	科技县	2乡	主干路	71.57619164
13095	10县区	2乡	主干路	55.40506229
13096	科技县	1乡	主干路	70.90769442
13097	11县区	3乡	快速路	108.8689755
13098	09县区	2乡	支路	29.50573423
13099	10县区	1乡	快速路	80.41708363
13100	科技县	4乡	主干路	50.52894712
13101	11县区	3乡	快速路	102.3863065
13102	科技县	2乡	快速路	88.68299367
13103	科技县	1乡	快速路	91.10876216
13104	科技县	3乡	支路	23.4357619
13105	10县区	1乡	次干路	41.02892659
13106	科技县	2乡	次干路	35.14817774
13107	11县区	2乡	次干路	42.49358405
13108	10县区	3乡	主干路	78.96609404
13109	11县区	2乡	次干路	48.27435785
13110	09县区	3乡	主干路	68.29922103
13111	09县区	3乡	支路	26.52230801
13112	10县区	3乡	次干路	46.10615658
13113	科技县	4乡	快速路	117.7452311
13114	科技县	4乡	主干路	50.81442552
13115	09县区	2乡	主干路	55.12332868
13116	10县区	3乡	支路	26.4703095
13117	10县区	3乡	次干路	49.11133934
13118	10县区	1乡	支路	25.21380256
13119	科技县	2乡	支路	28.48886368
13120	科技县	1乡	主干路	71.10304514
13121	09县区	4乡	快速路	106.1069839
13122	11县区	1乡	快速路	106.921505
13123	09县区	1乡	次干路	49.03672427
13124	10县区	1乡	主干路	61.13430568
13125	10县区	4乡	支路	22.80260796
13126	10县区	2乡	主干路	73.97070198
13127	11县区	4乡	主干路	74.17076414
13128	09县区	3乡	快速路	112.0757486
13129	09县区	2乡	主干路	62.90839163
13130	11县区	3乡	主干路	70.26344088
13131	科技县	2乡	快速路	111.3244832
13132	11县区	4乡	支路	23.61463746
13133	10县区	2乡	支路	29.86935299
13134	科技县	2乡	次干路	30.13336867
13135	09县区	3乡	主干路	79.74091255
13136	09县区	4乡	次干路	43.76218682
13137	科技县	2乡	支路	21.71777414
13138	10县区	2乡	次干路	39.5908532
13139	10县区	3乡	支路	26.01287999
13140	09县区	4乡	主干路	59.84962768
13141	科技县	4乡	支路	20.01699602
13142	科技县	4乡	主干路	62.71465662
13143	11县区	3乡	次干路	33.96383327
13144	10县区	1乡	快速路	82.72577201
13145	科技县	1乡	快速路	100.2750463
13146	11县区	4乡	支路	29.86146134
13147	10县区	4乡	支路	27.77304307
13148	09县区	4乡	快速路	92.29032666
13149	11县区	1乡	主干路	78.84392082
13150	科技县	1乡	支路	25.92175645
13151	10县区	2乡	快速路	99.243695
13152	09县区	4乡	支路	24.14709088
13153	科技县	4乡	主干路	64.24106629
13154	11县区	2乡	快速路	98.3937478
13155	科技县	2乡	快速路	90.89198705
13156	11县区	4乡	次干路	42.97003455
13157	科技县	1乡	主干路	59.64025125
13158	10县区	3乡	次干路	40.77920452
13159	11县区	4乡	主干路	70.60769159
13160	10县区	3乡	次干路	43.12365242
13161	09县区	4乡	支路	20.22806657
13162	11县区	3乡	快速路	91.71582646
13163	10县区	4乡	快速路	83.51982307
13164	10县区	2乡	次干路	44.30234068
13165	10县区	1乡	支路	28.00357507
13166	10县区	1乡	支路	21.27489669
13167	11县区	1乡	主干路	58.56849849
13168	11县区	1乡	支路	29.07127316
13169	09县区	1乡	主干路	73.65376946
13170	09县区	1乡	主干路	73.38089242
13171	09县区	4乡	支路	25.91833054
13172	科技县	4乡	主干路	55.30604858
13173	11县区	2乡	快速路	118.4134209
13174	科技县	1乡	支路	26.31235696
13175	10县区	1乡	支路	27.30448358
13176	10县区	1乡	次干路	38.26683432
13177	科技县	3乡	支路	23.14783248
13178	10县区	3乡	支路	27.09523886
13179	11县区	1乡	快速路	80.30214636
13180	10县区	1乡	主干路	75.89564431
13181	11县区	3乡	次干路	35.03455871
13182	09县区	3乡	支路	26.32873228
13183	科技县	3乡	主干路	74.4745737
13184	10县区	4乡	主干路	66.76682422
13185	10县区	1乡	快速路	96.92648775
13186	10县区	2乡	快速路	117.5919755
13187	科技县	3乡	快速路	113.7643487
13188	09县区	4乡	主干路	60.6228504
13189	11县区	3乡	次干路	47.45030605
13190	科技县	4乡	支路	22.85224746
13191	10县区	4乡	主干路	55.00180578
13192	科技县	3乡	支路	22.56090675
13193	09县区	2乡	次干路	48.96251764
13194	09县区	3乡	快速路	84.52700991
13195	09县区	2乡	主干路	79.60813591
13196	10县区	4乡	主干路	50.57597124
13197	科技县	3乡	支路	23.47932254
13198	10县区	3乡	主干路	78.56625553
13199	11县区	1乡	主干路	72.31367501
13200	10县区	2乡	次干路	42.98760731
13201	科技县	3乡	次干路	49.25485964
13202	09县区	2乡	主干路	60.51429945
13203	11县区	1乡	快速路	80.39238145
13204	10县区	4乡	快速路	91.35585831
13205	10县区	1乡	快速路	118.1401088
13206	11县区	3乡	快速路	97.38757858
13207	科技县	1乡	次干路	43.3117063
13208	10县区	2乡	主干路	51.17960573
13209	11县区	2乡	快速路	90.73819254
13210	11县区	2乡	快速路	105.7698308
13211	11县区	1乡	支路	27.01092363
13212	10县区	3乡	快速路	81.51548762
13213	09县区	4乡	支路	20.62984599
13214	科技县	3乡	次干路	36.60278835
13215	10县区	3乡	次干路	40.54886544
13216	09县区	1乡	支路	26.23692952
13217	11县区	3乡	支路	25.29568682
13218	科技县	1乡	支路	24.03933482
13219	11县区	1乡	主干路	52.47958459
13220	11县区	4乡	支路	26.15472844
13221	10县区	2乡	次干路	43.28147656
13222	11县区	4乡	主干路	75.649768
13223	科技县	1乡	支路	21.53162533
13224	11县区	2乡	支路	28.36370439
13225	09县区	4乡	次干路	40.68838112
13226	11县区	3乡	次干路	44.2720065
13227	11县区	4乡	次干路	32.06773591
13228	10县区	3乡	快速路	96.26154174
13229	11县区	3乡	主干路	50.36864693
13230	11县区	3乡	支路	22.79260921
13231	10县区	3乡	次干路	42.03374481
13232	10县区	1乡	支路	26.49668002
13233	11县区	3乡	主干路	61.06744999
13234	11县区	1乡	主干路	66.44759643
13235	科技县	4乡	主干路	74.57495266
13236	11县区	4乡	快速路	85.89365236
13237	09县区	3乡	主干路	52.87394418
13238	科技县	4乡	次干路	46.18415065
13239	10县区	2乡	快速路	117.9712773
13240	10县区	2乡	次干路	32.4383258
13241	09县区	2乡	主干路	52.46589479
13242	11县区	4乡	主干路	54.80578364
13243	10县区	1乡	支路	29.68899723
13244	科技县	1乡	主干路	70.15371404
13245	09县区	1乡	次干路	49.75849801
13246	10县区	2乡	次干路	33.57695248
13247	09县区	1乡	次干路	49.39354842
13248	11县区	3乡	支路	20.03946589
13249	09县区	2乡	支路	24.33338149
13250	科技县	4乡	支路	25.80288903
13251	科技县	1乡	主干路	74.47479064
13252	11县区	1乡	主干路	53.16629615
13253	10县区	1乡	快速路	105.400619
13254	09县区	2乡	支路	29.95656787
13255	09县区	2乡	次干路	38.28732032
13256	09县区	3乡	快速路	80.35648826
13257	科技县	1乡	主干路	76.77082857
13258	11县区	3乡	快速路	110.5433402
13259	10县区	3乡	次干路	44.45680588
13260	11县区	2乡	次干路	46.47032573
13261	11县区	2乡	主干路	59.05657383
13262	11县区	1乡	快速路	90.31426444
13263	11县区	4乡	支路	29.58818763
13264	09县区	2乡	快速路	107.8970799
13265	09县区	3乡	支路	26.39050854
13266	科技县	2乡	次干路	35.76225577
13267	09县区	4乡	快速路	105.4577367
13268	10县区	4乡	支路	23.72343343
13269	09县区	2乡	主干路	56.20119469
13270	10县区	1乡	次干路	45.11048558
13271	09县区	3乡	快速路	90.14585963
13272	09县区	1乡	主干路	67.63286357
13273	11县区	3乡	次干路	46.14413359
13274	09县区	1乡	次干路	44.47024772
13275	10县区	4乡	次干路	47.98709282
13276	科技县	3乡	主干路	61.51219886
13277	10县区	1乡	次干路	49.97236674
13278	科技县	1乡	支路	25.71023285
13279	09县区	3乡	快速路	87.16384419
13280	11县区	3乡	支路	23.33070922
13281	11县区	3乡	快速路	119.1957132
13282	09县区	2乡	快速路	80.73772858
13283	10县区	3乡	快速路	103.4249361
13284	10县区	4乡	主干路	75.92397913
13285	11县区	1乡	快速路	113.7609244
13286	11县区	1乡	支路	27.39522648
13287	10县区	4乡	主干路	69.80497328
13288	科技县	3乡	支路	22.19084898
13289	09县区	3乡	次干路	44.65978327
13290	09县区	4乡	主干路	60.84510705
13291	11县区	2乡	主干路	67.82991978
13292	09县区	1乡	次干路	47.7880526
13293	09县区	4乡	次干路	40.34888814
13294	10县区	4乡	快速路	103.7093093
13295	09县区	1乡	支路	27.20147814
13296	09县区	4乡	快速路	119.6249083
13297	10县区	4乡	次干路	37.86280524
13298	11县区	4乡	快速路	107.0327095
13299	11县区	2乡	快速路	112.5773759
13300	09县区	2乡	次干路	37.29409125
13301	科技县	1乡	次干路	31.61816752
13302	09县区	1乡	快速路	115.8901173
13303	科技县	3乡	主干路	79.15323813
13304	11县区	1乡	快速路	88.09449762
13305	11县区	4乡	快速路	97.33971049
13306	科技县	2乡	支路	27.25840472
13307	10县区	1乡	支路	21.46861111
13308	09县区	4乡	支路	21.5841496
