道路编号	县区	道路等级	速度
12617	科技县	主干路	63.50992234
12618	10县区	支路	29.14157804
12619	科技县	快速路	119.8893274
12620	09县区	次干路	47.55379368
12621	11县区	支路	21.84407335
12622	11县区	快速路	82.47428357
12623	11县区	主干路	63.36945197
12624	11县区	快速路	81.41382464
12625	11县区	主干路	57.20536732
12626	科技县	快速路	112.0035967
12627	10县区	次干路	37.68226424
12628	11县区	次干路	45.66058374
12629	09县区	快速路	105.529218
12630	科技县	次干路	33.24875528
12631	09县区	支路	24.81565358
12632	10县区	主干路	55.94595983
12633	10县区	支路	21.10918371
12634	10县区	主干路	73.35152462
12635	09县区	快速路	118.8523451
12636	11县区	次干路	44.6878959
12637	09县区	快速路	93.60237187
12638	科技县	主干路	54.70709498
12639	10县区	支路	23.80236898
12640	10县区	次干路	31.56159048
12641	09县区	快速路	99.13969027
12642	10县区	快速路	83.28700983
12643	09县区	快速路	89.61854385
12644	11县区	主干路	68.56000685
12645	科技县	次干路	49.15312897
12646	科技县	快速路	89.46035333
12647	11县区	快速路	80.54493191
12648	科技县	支路	22.87652905
12649	11县区	次干路	47.27091427
12650	10县区	主干路	66.3132571
12651	10县区	快速路	84.94503291
12652	09县区	主干路	70.13808038
12653	11县区	主干路	54.88677839
12654	09县区	支路	23.54197588
12655	11县区	快速路	94.2056193
12656	科技县	快速路	116.4996973
12657	11县区	快速路	81.7567688
12658	11县区	快速路	104.7809746
12659	科技县	支路	23.96309731
12660	11县区	次干路	44.91080064
12661	09县区	主干路	77.12595811
12662	10县区	次干路	43.51809181
12663	10县区	支路	27.6334947
12664	10县区	支路	27.80785731
12665	09县区	主干路	56.16914002
12666	科技县	支路	28.74625868
12667	11县区	次干路	38.20368707
12668	11县区	支路	29.01035296
12669	科技县	快速路	104.5625418
12670	09县区	主干路	70.97606667
12671	10县区	次干路	34.46524828
12672	09县区	支路	22.28081835
12673	科技县	主干路	70.16789308
12674	09县区	主干路	64.38445073
12675	09县区	次干路	31.3565598
12676	09县区	主干路	66.5800983
12677	10县区	快速路	115.9548152
12678	09县区	支路	23.50888259
12679	科技县	支路	25.79581514
12680	09县区	支路	29.10936995
12681	09县区	支路	28.98842576
12682	11县区	快速路	115.3157921
12683	09县区	支路	26.96526403
12684	科技县	主干路	65.04097199
12685	11县区	快速路	111.0827789
12686	11县区	次干路	34.07739372
12687	11县区	次干路	30.66228654
12688	10县区	主干路	73.0554856
12689	科技县	主干路	60.95171773
12690	科技县	次干路	45.11220293
12691	科技县	次干路	48.74567859
12692	10县区	主干路	50.30421244
12693	11县区	支路	23.81369851
12694	10县区	支路	27.94304586
12695	11县区	次干路	41.62611321
12696	09县区	主干路	78.09085962
12697	10县区	支路	27.52787075
12698	09县区	支路	23.08811304
12699	10县区	快速路	113.3710699
12700	09县区	快速路	101.8447762
12701	09县区	次干路	36.69399318
12702	科技县	快速路	86.5817906
12703	10县区	快速路	93.98273457
12704	科技县	次干路	41.96399481
12705	科技县	快速路	90.80939083
12706	科技县	快速路	84.87394633
12707	10县区	次干路	31.58265882
12708	09县区	支路	23.32147039
12709	10县区	支路	26.01930987
12710	11县区	主干路	53.5493836
12711	09县区	支路	25.06367183
12712	11县区	支路	23.9942803
12713	09县区	支路	25.78263928
12714	11县区	快速路	97.1736009
12715	11县区	快速路	113.8211015
12716	科技县	快速路	92.27903422
12717	11县区	主干路	54.09387791
12718	科技县	次干路	36.02063755
12719	09县区	支路	22.1514978
12720	09县区	支路	20.78484647
12721	09县区	支路	23.39297147
12722	09县区	支路	24.54387396
12723	11县区	快速路	85.25262001
12724	11县区	支路	21.8306325
12725	11县区	快速路	81.06215607
12726	11县区	支路	21.06811561
12727	09县区	主干路	76.35902726
12728	科技县	主干路	58.34069585
12729	10县区	次干路	39.32727093
12730	09县区	支路	21.63780764
12731	11县区	次干路	40.27269267
12732	09县区	支路	21.36290663
12733	09县区	支路	23.48722371
12734	09县区	主干路	63.627594
12735	10县区	支路	23.37295681
12736	科技县	主干路	75.72806565
12737	10县区	快速路	87.32228531
12738	10县区	支路	23.29666719
12739	11县区	主干路	58.89510559
12740	10县区	支路	29.39985261
12741	科技县	快速路	93.31865802
12742	09县区	快速路	87.07245272
12743	10县区	次干路	32.76518597
12744	10县区	次干路	38.17575876
12745	10县区	次干路	35.08831991
12746	科技县	次干路	46.46586737
12747	09县区	快速路	88.89397776
12748	10县区	次干路	36.4240673
12749	09县区	支路	24.11388718
12750	11县区	主干路	55.86315667
12751	11县区	支路	27.69682988
12752	11县区	主干路	62.57046446
12753	09县区	次干路	47.60215773
12754	09县区	主干路	71.78826849
12755	11县区	支路	25.03416842
12756	09县区	支路	29.35090811
12757	09县区	快速路	107.1981986
12758	09县区	主干路	53.37425255
12759	科技县	主干路	50.94498182
12760	科技县	支路	24.55403331
12761	科技县	次干路	39.95414951
12762	10县区	快速路	98.47068847
12763	10县区	次干路	39.71583878
12764	11县区	次干路	30.25805516
12765	科技县	支路	22.58195895
12766	10县区	次干路	39.79145192
12767	10县区	快速路	93.16919971
12768	10县区	快速路	117.5098663
12769	11县区	支路	20.72632185
12770	11县区	支路	26.45561465
12771	11县区	次干路	47.34846499
12772	11县区	主干路	78.66643311
12773	10县区	主干路	58.11065178
12774	10县区	快速路	93.01685231
12775	09县区	次干路	36.53596751
12776	09县区	主干路	64.46973696
12777	09县区	次干路	42.93505655
12778	11县区	快速路	91.65550644
12779	10县区	次干路	34.20025353
12780	09县区	主干路	72.64957738
12781	09县区	支路	20.49032577
12782	11县区	次干路	47.1168709
12783	10县区	次干路	36.0043502
12784	09县区	次干路	47.04642167
12785	科技县	支路	27.02602438
12786	09县区	快速路	99.18875426
12787	09县区	次干路	31.75810113
12788	科技县	支路	24.69356779
12789	科技县	主干路	79.28963211
12790	10县区	支路	23.5161444
12791	11县区	快速路	84.96116752
12792	10县区	次干路	42.04131074
12793	11县区	次干路	49.56339304
12794	11县区	支路	27.38076446
12795	科技县	主干路	61.78625405
12796	10县区	支路	28.54456348
12797	10县区	支路	26.47098224
12798	11县区	支路	22.09813224
12799	11县区	主干路	53.11064773
12800	11县区	快速路	100.1179584
12801	09县区	次干路	33.40973079
12802	11县区	次干路	34.3324442
12803	11县区	快速路	89.92497334
12804	科技县	主干路	64.02310688
12805	11县区	支路	20.23210532
12806	10县区	快速路	101.2141751
12807	10县区	支路	27.49393924
12808	科技县	支路	21.31076195
12809	科技县	快速路	95.62255606
12810	科技县	快速路	96.56335486
12811	科技县	支路	28.73812821
12812	11县区	支路	20.89749594
12813	11县区	快速路	94.20405681
12814	10县区	支路	23.20544628
12815	科技县	快速路	105.073514
12816	09县区	支路	24.00303099
12817	09县区	快速路	107.3559525
12818	11县区	次干路	33.6551511
12819	10县区	支路	22.08941683
12820	科技县	支路	20.002741
12821	11县区	快速路	82.27707994
12822	09县区	次干路	47.39260302
12823	10县区	主干路	76.57732295
12824	科技县	快速路	101.9544287
12825	09县区	主干路	69.64574404
12826	09县区	支路	27.09715519
12827	11县区	次干路	36.12733599
12828	09县区	次干路	45.5675713
12829	11县区	主干路	64.73697627
12830	10县区	次干路	48.66336158
12831	11县区	主干路	54.10548055
12832	10县区	主干路	70.39420348
12833	09县区	支路	24.73948713
12834	10县区	支路	20.16104573
12835	科技县	快速路	112.4992152
12836	10县区	支路	23.90359608
12837	11县区	主干路	74.71186788
12838	11县区	快速路	81.28377601
12839	09县区	次干路	42.15196613
12840	09县区	支路	28.08662825
12841	11县区	次干路	30.97869873
12842	11县区	支路	21.50493251
12843	10县区	快速路	102.4528041
12844	10县区	次干路	45.93172946
12845	09县区	主干路	67.4190956
12846	10县区	支路	20.20918833
12847	11县区	快速路	96.23060444
12848	11县区	快速路	81.62398743
12849	09县区	支路	27.88800414
12850	09县区	次干路	47.83774815
12851	09县区	支路	28.15233577
12852	10县区	主干路	61.83556231
12853	科技县	支路	25.25345788
12854	09县区	支路	28.58639734
12855	10县区	主干路	69.1833815
12856	09县区	支路	25.94041379
12857	09县区	主干路	73.93545896
12858	科技县	主干路	53.61114374
12859	10县区	支路	29.11856238
12860	科技县	次干路	32.53893244
12861	09县区	次干路	49.72264739
12862	10县区	支路	29.41930301
12863	09县区	次干路	33.38531197
12864	10县区	主干路	61.7475948
12865	11县区	次干路	38.44680705
12866	科技县	快速路	102.080854
12867	11县区	次干路	41.71526453
12868	11县区	次干路	40.30959574
12869	科技县	快速路	102.9721754
12870	科技县	次干路	32.82646863
12871	科技县	支路	23.23102179
12872	10县区	次干路	36.14881183
12873	11县区	主干路	65.95902185
12874	10县区	支路	24.46062873
12875	科技县	次干路	31.09424066
12876	10县区	支路	26.5564319
12877	科技县	次干路	49.45399185
12878	09县区	支路	29.36839203
12879	11县区	快速路	109.8352227
12880	11县区	主干路	73.16218047
12881	09县区	快速路	88.8974722
12882	11县区	支路	21.29460683
12883	09县区	快速路	106.0909039
12884	09县区	主干路	56.57188144
12885	科技县	支路	23.87148715
12886	10县区	快速路	84.85432892
12887	11县区	支路	24.30489277
12888	09县区	次干路	45.68012666
12889	09县区	支路	26.95421628
12890	11县区	支路	29.22282923
12891	11县区	支路	29.64404952
12892	11县区	次干路	48.77690564
12893	11县区	支路	24.72545566
12894	11县区	次干路	32.19539798
12895	科技县	支路	20.35328883
12896	09县区	主干路	63.50080613
12897	科技县	次干路	39.56382354
12898	11县区	次干路	35.09451734
12899	科技县	次干路	42.57466163
12900	科技县	主干路	62.72462393
12901	11县区	次干路	39.01389454
12902	科技县	次干路	42.0445586
12903	11县区	次干路	44.86757558
12904	09县区	次干路	43.69574956
12905	10县区	支路	24.38413196
12906	科技县	主干路	73.22958551
12907	09县区	次干路	32.84970215
12908	10县区	主干路	71.00067366
12909	10县区	支路	24.10664598
12910	11县区	主干路	74.11484469
12911	09县区	快速路	83.86185638
12912	10县区	快速路	87.914474
12913	09县区	快速路	88.42427419
12914	科技县	快速路	91.86435825
12915	09县区	快速路	89.82081281
12916	10县区	支路	29.67578644
12917	10县区	次干路	40.2706057
12918	科技县	主干路	75.94877532
12919	11县区	支路	29.06970745
12920	科技县	快速路	101.3762808
12921	10县区	次干路	48.62159925
12922	科技县	主干路	59.25376985
12923	科技县	快速路	88.10321801
12924	10县区	主干路	57.39832581
12925	10县区	支路	20.07488434
12926	科技县	次干路	41.71911435
12927	09县区	次干路	30.41879616
12928	10县区	快速路	106.9923129
12929	09县区	次干路	49.58881081
12930	10县区	支路	22.26478076
12931	10县区	支路	27.94903784
12932	09县区	次干路	44.67348195
12933	10县区	主干路	59.57324633
12934	10县区	次干路	32.36646432
12935	10县区	支路	23.64330195
12936	10县区	主干路	71.51667763
12937	10县区	快速路	103.7133058
12938	10县区	支路	25.40574603
12939	11县区	次干路	38.9328831
12940	科技县	支路	23.71658536
12941	10县区	次干路	45.63384374
12942	10县区	支路	20.58940993
12943	11县区	主干路	51.73248044
12944	09县区	主干路	54.01289403
12945	10县区	快速路	83.88933701
12946	09县区	支路	21.72292519
12947	10县区	快速路	88.25708021
12948	09县区	支路	28.39478266
12949	科技县	次干路	30.12126669
12950	11县区	快速路	103.6794822
12951	11县区	次干路	47.50116813
12952	11县区	支路	23.38968719
12953	11县区	快速路	108.7475837
12954	09县区	主干路	77.91471914
12955	09县区	次干路	41.2581792
12956	11县区	快速路	116.9744325
12957	科技县	次干路	46.19527037
12958	10县区	主干路	78.92539232
12959	科技县	主干路	61.80246549
12960	09县区	次干路	35.06516124
12961	科技县	主干路	74.62379174
12962	10县区	快速路	97.71690728
12963	09县区	次干路	32.99834159
12964	科技县	主干路	73.96008674
12965	10县区	快速路	81.254971
12966	09县区	快速路	111.1244561
12967	科技县	主干路	54.97054547
12968	科技县	快速路	91.67027641
12969	10县区	次干路	42.24730085
12970	09县区	次干路	31.66191354
12971	科技县	快速路	91.68821423
12972	10县区	支路	21.06146767
12973	科技县	快速路	113.0670918
12974	09县区	快速路	85.42039472
12975	09县区	主干路	51.57616116
12976	科技县	次干路	44.3306833
12977	09县区	支路	26.46236663
12978	10县区	主干路	76.66996124
12979	科技县	快速路	104.8982374
12980	09县区	支路	25.62229499
12981	09县区	主干路	54.21063377
12982	11县区	快速路	80.77630589
12983	11县区	主干路	70.1186281
12984	科技县	主干路	73.83450861
12985	09县区	次干路	44.63795628
12986	09县区	次干路	39.20734388
12987	科技县	快速路	86.25110085
12988	10县区	主干路	58.92129367
12989	科技县	快速路	111.067011
12990	科技县	主干路	78.12861773
12991	09县区	次干路	47.26739256
12992	09县区	主干路	56.61174622
12993	11县区	支路	20.22566554
12994	科技县	次干路	40.12981515
12995	09县区	快速路	81.96302968
12996	科技县	主干路	50.59865115
12997	10县区	主干路	79.46937167
12998	11县区	次干路	33.25576973
12999	科技县	主干路	79.77850845
13000	10县区	支路	29.87002001
13001	10县区	主干路	51.66456557
13002	科技县	支路	24.13872349
13003	10县区	支路	29.73945604
13004	09县区	次干路	45.44416616
13005	10县区	快速路	88.04060134
13006	09县区	支路	24.58291727
13007	11县区	次干路	47.17470386
13008	11县区	主干路	63.70387013
13009	09县区	主干路	64.24540889
13010	11县区	主干路	74.48494052
13011	科技县	次干路	36.43224663
13012	科技县	次干路	45.57234487
13013	11县区	支路	23.97944258
13014	10县区	主干路	61.90107997
13015	10县区	次干路	41.78403924
13016	10县区	支路	24.39468724
13017	10县区	支路	22.27269739
13018	科技县	快速路	99.97460496
13019	11县区	快速路	102.778557
13020	10县区	次干路	37.08285463
13021	10县区	快速路	116.2809996
13022	科技县	支路	23.66758099
13023	10县区	次干路	49.60755993
13024	09县区	支路	25.89353422
13025	09县区	次干路	48.2549359
13026	10县区	快速路	89.08083735
13027	09县区	支路	20.96860935
13028	科技县	主干路	52.52343159
13029	11县区	快速路	111.4220917
13030	科技县	快速路	89.15523425
13031	09县区	支路	20.65739111
13032	11县区	支路	21.58325575
13033	10县区	支路	25.85106192
13034	11县区	快速路	97.57882896
13035	10县区	快速路	118.8424643
13036	10县区	快速路	115.8398811
13037	09县区	次干路	37.35600611
13038	科技县	次干路	35.83842459
13039	09县区	次干路	38.20967489
13040	科技县	支路	23.86480898
13041	11县区	支路	21.06219192
13042	09县区	次干路	32.21828045
13043	11县区	主干路	60.32152156
13044	10县区	次干路	48.12097372
13045	10县区	次干路	37.70717473
13046	09县区	次干路	42.95119968
13047	11县区	主干路	55.29731013
13048	科技县	快速路	98.35103202
13049	科技县	支路	25.90973387
13050	10县区	支路	24.51514464
13051	11县区	支路	24.8305195
13052	10县区	快速路	113.2798884
13053	科技县	快速路	109.8662326
13054	11县区	次干路	33.5894585
13055	11县区	快速路	86.78796941
13056	09县区	主干路	61.83874361
13057	09县区	主干路	59.46601874
13058	09县区	支路	26.61163719
13059	11县区	快速路	101.5416257
13060	11县区	支路	29.26560832
13061	科技县	主干路	73.99591366
13062	科技县	次干路	42.61758437
13063	11县区	主干路	64.14024464
13064	11县区	快速路	112.9338088
13065	09县区	次干路	47.62328932
13066	09县区	支路	22.34557546
13067	科技县	主干路	71.29872878
13068	10县区	支路	27.96903113
13069	11县区	快速路	101.0932558
13070	11县区	支路	27.13323383
13071	09县区	支路	26.14694274
13072	11县区	支路	26.27241004
13073	10县区	主干路	55.13008351
13074	10县区	主干路	60.19232434
13075	科技县	主干路	70.85194013
13076	10县区	次干路	30.94226519
13077	11县区	支路	26.51310518
13078	科技县	主干路	69.04570419
13079	10县区	快速路	82.80736007
13080	10县区	快速路	106.1674163
13081	科技县	快速路	86.27451398
13082	科技县	主干路	54.28566753
13083	科技县	快速路	99.74938559
13084	11县区	快速路	109.8925666
13085	10县区	主干路	70.57854309
13086	09县区	主干路	63.9994698
13087	10县区	次干路	34.51968682
13088	10县区	次干路	41.39315923
13089	科技县	次干路	41.15322583
13090	科技县	主干路	78.20597094
13091	09县区	支路	25.68730422
13092	科技县	主干路	57.35091879
13093	11县区	支路	21.78909408
13094	11县区	主干路	59.89657564
13095	09县区	支路	23.56587475
13096	11县区	支路	23.5684137
13097	科技县	主干路	58.76091576
13098	10县区	次干路	39.61047603
13099	11县区	次干路	48.07384284
13100	10县区	次干路	41.04197797
13101	11县区	快速路	90.04979156
13102	10县区	快速路	95.75415402
13103	09县区	快速路	96.95412981
13104	10县区	次干路	32.04638478
13105	09县区	主干路	53.40991836
13106	10县区	次干路	30.31361489
13107	09县区	快速路	107.6873951
13108	09县区	主干路	76.55062668
13109	10县区	支路	28.22553085
13110	10县区	次干路	41.85892262
13111	09县区	支路	21.77914573
13112	科技县	主干路	74.29050666
13113	10县区	次干路	30.50869409
13114	11县区	支路	29.19400632
13115	科技县	支路	26.23597632
13116	09县区	次干路	32.31018105
13117	11县区	支路	22.24955661
13118	科技县	主干路	67.72197561
13119	10县区	主干路	69.20819158
13120	10县区	支路	20.45021458
13121	科技县	快速路	119.3344521
13122	09县区	支路	25.21831464
13123	09县区	主干路	61.7076365
13124	09县区	支路	22.61815404
13125	09县区	支路	20.37977422
13126	10县区	次干路	40.76934121
13127	09县区	次干路	39.86023114
13128	11县区	支路	27.46169014
13129	科技县	支路	22.83212723
13130	09县区	支路	23.97098634
13131	科技县	支路	28.31265405
13132	10县区	快速路	95.03441185
13133	09县区	快速路	81.80891323
13134	10县区	快速路	94.03220481
13135	10县区	次干路	42.10439532
13136	科技县	次干路	48.12840886
13137	11县区	快速路	119.4123004
13138	科技县	支路	27.18241635
13139	科技县	快速路	109.4226428
13140	10县区	快速路	103.7683007
13141	09县区	支路	24.90153036
13142	科技县	主干路	50.90562867
13143	11县区	支路	27.51736788
13144	09县区	次干路	30.11767457
13145	09县区	次干路	32.10097078
13146	09县区	快速路	89.81663703
13147	10县区	支路	29.85571731
13148	10县区	支路	24.96640073
13149	科技县	次干路	38.95923518
13150	科技县	支路	22.08595362
13151	09县区	支路	20.34639181
13152	科技县	快速路	108.2996471
13153	09县区	次干路	33.9575887
13154	10县区	主干路	50.98291941
13155	科技县	次干路	47.8234429
13156	10县区	次干路	46.92977132
13157	09县区	支路	29.22356236
13158	09县区	快速路	93.92250549
13159	11县区	次干路	36.5997849
13160	10县区	主干路	74.60426772
13161	11县区	快速路	110.948837
13162	11县区	快速路	97.60918376
13163	09县区	主干路	77.71823506
13164	科技县	快速路	117.790568
13165	11县区	次干路	39.59132336
13166	科技县	支路	23.01889236
13167	科技县	主干路	63.15387784
13168	09县区	主干路	67.69084462
13169	科技县	次干路	47.74003536
13170	10县区	快速路	104.6332327
13171	11县区	主干路	76.06938117
13172	科技县	主干路	66.55097543
13173	09县区	主干路	58.24453046
13174	09县区	次干路	35.45551202
13175	10县区	主干路	60.40977885
13176	10县区	快速路	118.3496147
13177	09县区	支路	20.65936778
13178	11县区	主干路	53.18327181
13179	11县区	快速路	101.4527528
13180	10县区	快速路	100.0000098
13181	10县区	快速路	90.75396807
13182	09县区	主干路	71.69587989
13183	科技县	次干路	43.488817
13184	09县区	主干路	56.98559063
13185	11县区	支路	25.39652745
13186	09县区	快速路	103.668029
13187	09县区	次干路	35.06712364
13188	09县区	主干路	59.44132014
13189	11县区	支路	20.15317374
13190	11县区	次干路	48.92960069
13191	科技县	次干路	42.59308483
13192	科技县	支路	27.11304334
13193	11县区	次干路	31.07064514
13194	09县区	支路	26.76792319
13195	09县区	主干路	69.68586551
13196	09县区	支路	28.58059276
13197	09县区	快速路	111.5457749
13198	11县区	支路	24.66734285
13199	科技县	快速路	84.74257667
13200	09县区	支路	25.05977547
13201	09县区	支路	29.9849318
13202	11县区	次干路	36.71705444
13203	科技县	快速路	80.94580461
13204	10县区	次干路	31.4701507
13205	科技县	次干路	45.02965636
13206	11县区	主干路	73.43622542
13207	11县区	主干路	67.19245964
13208	09县区	支路	22.44207804
13209	10县区	主干路	73.15629778
13210	09县区	支路	23.63801581
13211	09县区	快速路	115.0068323
13212	09县区	支路	26.86186321
13213	09县区	快速路	111.8554078
13214	10县区	快速路	119.5324473
13215	09县区	支路	22.90582389
13216	10县区	主干路	62.51969797
13217	科技县	主干路	55.41278303
13218	11县区	快速路	109.91072
13219	科技县	支路	25.50819847
13220	11县区	支路	20.77498945
13221	11县区	支路	20.78606786
13222	科技县	主干路	69.57150516
13223	科技县	支路	28.77288253
13224	10县区	快速路	115.0419791
13225	09县区	快速路	105.5709176
13226	11县区	主干路	52.45288109
13227	10县区	主干路	56.7521466
13228	09县区	次干路	35.15425289
13229	09县区	主干路	58.41033237
13230	09县区	主干路	63.62021937
13231	09县区	支路	22.48362308
13232	科技县	次干路	49.36150678
13233	10县区	主干路	58.99052167
13234	11县区	快速路	81.37566069
13235	09县区	快速路	83.46406175
13236	科技县	次干路	40.0442801
13237	10县区	次干路	34.23403051
13238	11县区	主干路	61.31525263
13239	10县区	次干路	30.88957603
13240	10县区	快速路	107.2060091
13241	10县区	支路	22.67445114
13242	10县区	支路	24.21615502
13243	09县区	主干路	55.81886067
13244	科技县	支路	21.80791269
13245	科技县	次干路	41.63501913
13246	09县区	快速路	91.10961656
13247	科技县	支路	25.80359955
13248	10县区	快速路	114.8809225
13249	10县区	支路	28.91513237
13250	科技县	次干路	48.92968742
13251	09县区	主干路	64.04817075
13252	科技县	快速路	99.7360956
13253	11县区	支路	26.44242287
13254	09县区	支路	27.08138191
13255	10县区	主干路	60.90489075
13256	11县区	主干路	75.88370114
13257	10县区	主干路	75.98756736
13258	10县区	快速路	89.9411025
13259	09县区	主干路	66.52063981
13260	10县区	快速路	111.6630414
13261	11县区	快速路	110.5092699
13262	11县区	主干路	71.75353908
13263	09县区	快速路	94.15778567
13264	10县区	支路	21.25453818
13265	科技县	快速路	114.7558581
13266	09县区	主干路	64.09976117
13267	11县区	次干路	36.17452646
13268	10县区	支路	21.17271942
13269	09县区	快速路	109.5974447
13270	09县区	主干路	77.30912132
13271	10县区	主干路	79.31655031
13272	11县区	快速路	80.64220996
13273	11县区	快速路	98.62771727
13274	09县区	支路	28.72741105
13275	科技县	主干路	62.17017837
13276	09县区	主干路	79.7893383
13277	科技县	次干路	47.85598443
13278	11县区	支路	28.92291834
13279	科技县	主干路	71.86362586
13280	09县区	次干路	42.53831651
13281	科技县	主干路	65.20435059
13282	09县区	次干路	44.48301477
13283	09县区	主干路	51.06919734
13284	11县区	支路	26.75124174
13285	11县区	快速路	114.1554108
13286	科技县	支路	24.55262092
13287	11县区	主干路	78.57698119
13288	09县区	快速路	109.910743
13289	11县区	次干路	31.55995048
13290	科技县	支路	21.70818757
13291	09县区	支路	23.04544722
13292	10县区	快速路	86.7655471
13293	11县区	主干路	78.308737
13294	09县区	支路	29.41051558
13295	10县区	支路	26.788242
13296	科技县	快速路	98.12890683
13297	10县区	支路	29.80410065
13298	09县区	快速路	84.62187117
13299	09县区	次干路	41.086115
13300	11县区	主干路	52.45348877
13301	11县区	快速路	95.96856383
13302	10县区	次干路	32.46935087
13303	科技县	次干路	38.62591113
13304	11县区	主干路	72.28856628
13305	09县区	快速路	95.24610699
13306	09县区	次干路	35.00752436
13307	11县区	支路	27.20552128
13308	科技县	主干路	79.05340727
13309	10县区	次干路	39.88627686
13310	10县区	支路	28.78961359
13311	科技县	次干路	42.53795175
13312	科技县	快速路	86.33809801
13313	10县区	快速路	115.4193191
13314	09县区	快速路	93.4982874
13315	09县区	快速路	115.5882778
13316	09县区	快速路	89.44971693
13317	科技县	快速路	103.3638721
13318	科技县	主干路	55.44000085
13319	09县区	次干路	44.46624399
13320	10县区	快速路	86.58492065
13321	09县区	支路	23.60158883
13322	科技县	支路	29.40576295
13323	10县区	快速路	89.70651477
13324	09县区	次干路	34.22803163
13325	10县区	支路	27.10983262
13326	11县区	支路	20.22651472
13327	11县区	快速路	104.1174502
13328	09县区	主干路	74.93071327
13329	10县区	支路	25.83428838
13330	10县区	快速路	94.38973987
13331	10县区	主干路	74.0490129
13332	11县区	主干路	54.75833544
13333	09县区	次干路	46.43806506
13334	11县区	支路	27.96593694
13335	11县区	支路	25.88723636
13336	11县区	支路	22.49184781
13337	科技县	快速路	88.02406812
13338	10县区	快速路	108.7098731
13339	10县区	支路	27.66289739
13340	10县区	快速路	100.473531
13341	10县区	次干路	32.33230519
13342	09县区	次干路	38.64707887
13343	10县区	次干路	42.12490614
13344	10县区	快速路	111.2351145
13345	09县区	次干路	37.71111761
13346	科技县	次干路	47.47086985
13347	科技县	支路	21.33486794
13348	11县区	主干路	50.47812057
13349	科技县	次干路	38.66365534
13350	10县区	快速路	109.0129789
13351	09县区	次干路	41.17679364
13352	科技县	主干路	67.70087493
13353	科技县	主干路	65.49206012
13354	09县区	快速路	108.0260647
13355	09县区	快速路	102.4107417
13356	09县区	次干路	37.9882113
13357	10县区	次干路	41.30252519
13358	09县区	次干路	39.12611369
13359	10县区	快速路	85.76015878
13360	科技县	次干路	39.95836868
13361	11县区	主干路	71.24888834
13362	10县区	支路	27.63198122
13363	11县区	主干路	51.53082465
13364	11县区	快速路	83.95069701
13365	11县区	快速路	95.07616944
13366	科技县	支路	26.535056
13367	10县区	主干路	73.42376387
13368	11县区	次干路	46.29400041
13369	09县区	次干路	32.02889363
13370	科技县	快速路	86.13718438
13371	10县区	主干路	53.56231508
13372	11县区	支路	24.69417538
13373	09县区	快速路	80.1890664
13374	11县区	主干路	67.7091896
13375	10县区	快速路	82.25881744
13376	科技县	快速路	98.52287201
13377	10县区	次干路	35.39350218
13378	科技县	支路	22.97444268
13379	10县区	主干路	50.23426945
13380	11县区	次干路	35.29304262
13381	科技县	主干路	77.40205602
13382	10县区	次干路	39.57322465
13383	09县区	快速路	114.7318713
13384	09县区	主干路	58.10655429
13385	10县区	次干路	41.42405766
13386	科技县	快速路	83.99609258
13387	10县区	支路	26.52098028
13388	11县区	次干路	31.67650699
13389	科技县	支路	28.29457091
13390	科技县	支路	24.94781281
13391	09县区	主干路	70.25048794
13392	科技县	支路	21.57574107
13393	10县区	主干路	61.58579272
13394	09县区	快速路	112.2428343
13395	科技县	支路	29.65806312
13396	11县区	主干路	70.92714035
13397	11县区	次干路	36.04819045
13398	11县区	主干路	71.7340153
13399	10县区	快速路	106.8202109
13400	11县区	次干路	41.23965883
13401	科技县	次干路	45.67537815
13402	11县区	主干路	57.73692872
13403	11县区	快速路	97.18507482
13404	09县区	次干路	36.95671378
13405	11县区	支路	24.20670461
13406	09县区	快速路	100.8513441
13407	11县区	快速路	112.2691724
13408	科技县	快速路	87.70451695
13409	10县区	支路	27.52849585
13410	11县区	快速路	102.7880575
13411	科技县	快速路	80.04463577
13412	11县区	主干路	60.36559482
13413	09县区	支路	26.53769887
13414	09县区	主干路	58.03676849
13415	11县区	次干路	43.40228707
13416	10县区	次干路	44.08116976
13417	09县区	支路	28.84370707
13418	09县区	主干路	67.04247093
13419	10县区	快速路	109.7592807
13420	10县区	支路	29.90546008
13421	11县区	快速路	80.57349047
13422	10县区	快速路	116.9594897
13423	科技县	快速路	94.2945386
13424	11县区	主干路	66.32463261
13425	11县区	次干路	31.67113035
13426	科技县	主干路	62.77475292
13427	10县区	支路	24.53644047
13428	10县区	支路	29.62768662
13429	11县区	次干路	46.62090104
13430	11县区	快速路	83.08257498
13431	11县区	次干路	36.46276333
13432	11县区	次干路	33.07225576
13433	11县区	支路	28.36918886
13434	科技县	快速路	110.755523
13435	10县区	支路	24.41290498
13436	09县区	次干路	35.52766258
13437	09县区	快速路	80.72315343
13438	10县区	主干路	54.10078965
13439	11县区	主干路	54.23546791
13440	科技县	快速路	90.50364979
13441	科技县	次干路	48.38235291
13442	09县区	支路	24.37820435
13443	科技县	支路	23.43621336
13444	10县区	支路	27.36623267
13445	10县区	次干路	30.38952176
13446	科技县	快速路	115.5029729
13447	科技县	次干路	31.00745911
13448	11县区	次干路	43.69186772
13449	11县区	主干路	52.87263901
13450	科技县	快速路	87.70991398
13451	10县区	支路	26.96061719
13452	科技县	快速路	107.007328
13453	10县区	支路	26.01295602
